代碼,名稱,產業,市場,題材(L2),tech,supply
4702,中美實,居家生活,TPEX,"化學工業, 染料，顏料, 汽車服務相關, 汽車銷售, 流通業, 貿易",,
4706,大恭,化學工業,TPEX,"化學工業, 染料，顏料",,
4707,磐亞,化學工業,TPEX,"其他化工產品, 化學工業, 衛生清潔用品",先進封裝,
4711,永純,化學工業,TPEX,"化學工業, 合成樹脂",,
4714,永捷,化學工業,TPEX,"PU樹脂, 化學工業",,
4716,大立,化學工業,TPEX,"化學工業, 合成樹脂",CPO,Apple供應鏈
4720,德淵,化學工業,TWSE,"化學工業, 熱熔膠","AI伺服器, 伺服器",
4721,美琪瑪,化學工業,TPEX,"其他化工產品, 化學工業, 化學產品通路, 正極材料, 電池材料相關",電池,
4722,國精化,化學工業,TWSE,"化學工業, 合成樹脂","5G, PCB, 先進封裝",
4724,宣捷幹細胞,生技醫療業,ESB,生技醫療業,,
4726,永昕,生技醫療業,TPEX,"醫藥產業, 醫藥研發外包服務","新藥研發, CDMO",
4728,雙美,生技醫療業,TPEX,"生技特用化學品, 生物科技, 輔助與彌補用醫材, 醫用植入材料",醫材,
4729,熒茂,光電業,TPEX,"觸控面板, 面板業",面板,
4735,豪展,生技醫療業,TPEX,"其他醫療器材, 血壓計, 診斷與監測用醫材, 體溫計",醫材,
4736,泰博,生技醫療業,TWSE,"檢驗試劑／紙, 生理監測裝置, 血糖儀, 診斷與監測用醫材, 體外診斷用醫材, 體溫計",,博通供應鏈
4737,華廣,生技醫療業,TWSE,"血糖儀, 體外診斷用醫材",CDMO,
4738,大同精化,化學工業,ESB,化學工業,,
4739,康普,化學工業,TWSE,"其他化工產品, 化學工業, 強酸產品, 正極材料, 電池材料相關","EV, 電池",Tesla供應鏈
4741,泓瀚,化學工業,TPEX,"化學工業, 染料，顏料",,
4743,合一,生技醫療業,TPEX,"新藥研發, 植物新藥, 醫藥產業",新藥研發,
4744,皇將,生技醫療業,TPEX,"產業機械, 醫療保健設備／裝置",,
4745,合富-KY,生技醫療業,TPEX,"IVD檢驗儀器設備, 手術與治療用醫材, 放射治療設備, 檢驗試劑／紙, 醫療器材通路, 醫藥流通, 體外診斷用醫材",醫材,
4746,台耀,生技醫療業,TWSE,"原料藥, 醫藥產業",原料藥,
4747,強生,生技醫療業,TPEX,"學名藥, 西藥製劑, 醫藥產業",學名藥,
4749,新應材,半導體業,TPEX,"光阻劑, 半導體化學品","OLED, 面板, LED, 先進封裝",
4754,國碳科,化學工業,TPEX,"傳產其他, 化學工業, 塗料, 耐火材料",塗料,
4755,三福化,化學工業,TWSE,"其他化工產品, 化學工業, 半導體化學品, 研磨液／墊","CoWoS, 先進封裝",
4760,勤凱,其他電子業,TPEX,"太陽能, 太陽能導電漿, 被動元件, 被動元件上游","車用電子, 被動元件, 矽光子, 太陽能",
4763,材料*-KY,化學工業,TWSE,"化學纖維, 半合成纖維",,
4764,雙鍵,化學工業,TWSE,"其他化工產品, 化學工業, 合成樹脂","5G, PCB",
4766,南寶,化學工業,TWSE,"其他化工產品, 化學工業, 合成樹脂, 塗料, 熱熔膠",先進封裝,
4767,誠泰科技,化學工業,TPEX,"化學工業, 熱熔膠",,
4768,晶呈科技,化學工業,TPEX,"化學工業, 工業氣體","Micro LED, CPO, 先進封裝, 記憶體, LED",
4770,上品,化學工業,TWSE,"傳產其他, 化學工業, 合成樹脂, 金屬加工／製品","AI伺服器, 伺服器, PCB",
4771,望隼,生技醫療業,TWSE,"輔助與彌補用醫材, 隱形眼鏡",醫材,
4772,台特化,化學工業,TPEX,"化學工業, 工業氣體",工業氣體,
4773,高福,化學工業,ESB,化學工業,,
4804,大略-KY,觀光餐旅,TPEX,"旅宿／餐飲, 飯店","餐飲, 飯店",
4806,桂田文創,文化創意業,TPEX,"傳播事業, 影音娛樂, 演出經紀",影音平台,
4807,日成-KY,貿易百貨業,TWSE,"時尚產業, 珠寶",,
4903,聯光通,通信網路業,TPEX,"光纖光纜, 光通訊","儲能, 矽光子, 光通訊, 低軌衛星, 光纖",NVIDIA供應鏈
4904,遠傳,通信網路業,TWSE,"低軌道衛星, 網通設備, 行動通訊, 通訊服務, 電信／數據服務",5G,
4905,台聯電,通信網路業,TPEX,"其他化工產品, 其他醫療器材, 化學工業, 接取設備, 網通設備, 醫療耗材","矽光子, 光通訊, CPO",
4906,正文,通信網路業,TWSE,"無線網路設備系統(WLAN), 網通設備","CPO, 5G, 低軌衛星, 矽光子, 光通訊, 資料中心, 800G",
4907,富宇,建材營造業,TPEX,"園林造景, 地產, 營建, 營造工程",營建,
4908,前鼎,通信網路業,TPEX,"光纖主動元件, 光通訊","光通訊, CPO, 矽光子, 光纖",
4909,新復興,通信網路業,TPEX,"印刷電路板, 印刷電路板相關","ABF載板, 低軌衛星, AI伺服器, 伺服器, PCB, 5G",
4911,德英,生技醫療業,TPEX,"新藥研發, 植物新藥, 生物科技, 醫藥產業, 食品生技",新藥研發,
4912,聯德控股-KY,電子零組件業,TWSE,"模具沖壓, 車用沖壓件, 車用金屬成型, 電子零件元件","低軌衛星, 車用電子, 散熱, 液冷散熱",
4915,致伸,電子零組件業,TWSE,"車用電子, 週邊產品, 電競週邊, 電聲產品","電池, 車用電子, 記憶體",
4916,事欣科,電腦及週邊設備業,TWSE,"博奕機台, 工業電腦, 航天機械零組件, 航天軍工",低軌衛星,
4919,新唐,半導體業,TWSE,"CMOS晶片, IC生產, IC製造, IC設計, IO控制IC, MCU, PC週邊IC, 影音IC, 消費性IC, 類比IC","IC設計, AI伺服器, 伺服器, 封測, 記憶體",
4923,力士,半導體業,TPEX,"分離式元件, 電晶體","HBM, 記憶體, 被動元件, EV, 晶圓代工","NVIDIA供應鏈, AMD供應鏈, 三星供應鏈"
4924,欣厚-KY,電腦及週邊設備業,TPEX,"塑膠射出, 環保生技, 生物科技, 電子零件元件","散熱, FPC, 電池",
4925,智微,半導體業,ESB,半導體業,毫米波,
4927,泰鼎-KY,電子零組件業,TWSE,"印刷電路板, 印刷電路板相關","ABF載板, 伺服器, PCB",
4930,燦星網,電器電纜,TWSE,"家電, 小家電",家電,
4931,新盛力,電腦及週邊設備業,TPEX,"工業用電池, 車用鋰電池, 電池","AI伺服器, 伺服器, 儲能, 電池, 資料中心, 鋰電池, 車用電子",
4933,友輝,光電業,TPEX,"光學膜, 面板零組件","面板, 被動元件",
4934,太極,光電業,TWSE,"太陽能, 太陽能電池, 太陽能電池模組","太陽能, 電池",
4935,茂林-KY,光電業,TWSE,"模具沖壓, 電子零件元件, 面板零組件",面板,
4938,和碩,電腦及週邊設備業,TWSE,"AI伺服器, 主機板, 伺服器, 平板電腦, 手機, 手機製造, 桌上型電腦, 消費性電子產品, 穿戴式裝置, 筆記型電腦製造, 網通設備, 視訊轉換相關, 車用電子, 遊戲機, 遊戲產業, 電子製造服務, 電腦系統業","AI伺服器, 伺服器, 車用電子","Tesla供應鏈, Meta供應鏈"
4939,亞電,電子零組件業,TPEX,"印刷電路板相關, 軟板基板","AI伺服器, 伺服器, PCB, FPC",
4942,嘉彰,光電業,TWSE,"模具沖壓, 電子零件元件",伺服器,
4943,康控-KY,電子零組件業,TWSE,"控股公司, 汽機車零組件, 電聲產品",,NVIDIA供應鏈
4946,辣椒,文化創意業,TPEX,"PC遊戲, 手機遊戲, 遊戲產業",遊戲,
4949,有成精密,光電業,TWSE,"半導體製程設備, 太陽能, 太陽能電池模組, 設備儀器商","太陽能, 電池",
4950,金耘國際,鋼鐵工業,TPEX,"不鏽鋼, 合金鋼, 特殊鋼",面板,
4951,精拓科,半導體業,TPEX,"IC設計, IO控制IC, PC週邊IC, 嵌入式晶片, 消費性IC, 類比IC",IC設計,
4952,凌通,半導體業,TWSE,"IC設計, LCD控制IC, MCU, 影音IC, 消費性IC, 無線充電, 車用電子, 電子零件元件","IC設計, 車用電子",
4953,緯軟,資訊服務業,TPEX,"INTERNET技術與基礎設施, 軟體業, 雲端科技","軟體, 雲端服務",
4956,光鋐,光電業,TWSE,"LED, LED晶粒, LED磊晶","Micro LED, 矽光子, 車用電子, LED",
4958,臻鼎-KY,電子零組件業,TWSE,"ABF載板, BGA基板, 印刷電路板, 印刷電路板相關, 封測服務與材料, 軟板","IC載板, AI伺服器, 伺服器, PCB, 光通訊, CPO, ABF載板, FPC, 封測","Apple供應鏈, NVIDIA供應鏈"
4960,誠美材,光電業,TWSE,"偏光板, 面板零組件","OLED, LED, 面板",
4961,天鈺,半導體業,TWSE,"IC設計, LCD驅動IC, 手機零組件, 手機面板驅動IC, 類比IC","IC設計, 面板",
4966,譜瑞-KY,半導體業,TPEX,"DISPLAYPORT, IC設計, LCD控制IC, LCD驅動IC, USB IC, 傳輸介面, 觸控IC, 高速傳輸介面IC","Micro LED, IC設計, 面板, LED, 車用電子",
4967,十銓,半導體業,TWSE,"DRAM模組, FLASH模組, 記憶體模組, 電子零件元件","DRAM, NAND Flash, 記憶體, GaAs",
4968,立積,半導體業,TWSE,"功率放大器, 射頻前端晶片, 射頻前端模組, 射頻開關","WiFi, IC設計, 低軌衛星, 射頻",
4971,IET-KY,半導體業,TPEX,"IC製造, 光通訊元件磊晶, 砷化鎵相關","光通訊, CPO, ADAS, InP, 資料中心, GaAs",
4972,湯石照明,光電業,TPEX,"LED, LED照明產品, 家電, 照明",LED,
4973,廣穎,半導體業,TPEX,"DRAM模組, FLASH模組, 記憶體模組, 電子零件元件","IC設計, DRAM, NAND Flash, 記憶體",
4974,亞泰,電子零組件業,TPEX,"影像感測元件, 數位相機",,
4976,佳凌,光電業,TWSE,"光學元件, 光學鏡片／頭, 數位相機, 數位相機組裝","ADAS, 車用電子, 記憶體, 光學鏡頭",
4977,眾達-KY,通信網路業,TWSE,"光纖主動元件, 光通訊","光通訊, CPO, AI伺服器, 伺服器, 800G, 光纖",博通供應鏈
4979,華星光,通信網路業,TPEX,"光纖主動元件, 光通訊","矽光子, 光通訊, CPO, 記憶體, 800G, 光纖",
4980,佐臻,電子零組件業,ESB,電子零組件業,"Micro LED, LED","Apple供應鏈, Google供應鏈, Meta供應鏈"
4987,科誠,電腦及週邊設備業,TPEX,"印表機, 週邊產品",,
4989,榮科,電子零組件業,TWSE,"印刷電路板相關, 銅箔","EV, PCB",
4991,環宇-KY,半導體業,TPEX,"IC製造, 化合物晶圓, 砷化鎵相關","矽光子, 光通訊, CPO, 800G, 面板, GaAs",
4994,傳奇,資訊服務業,TWSE,"PC遊戲, 手機遊戲, 遊戲產業",遊戲,
4995,晶達,光電業,TPEX,"LCD顯示器, LCM, 面板業, 顯示器","OLED, 面板, LED",
4999,鑫禾,電子零組件業,TWSE,"樞紐, 電子零件元件",,
5007,三星,鋼鐵工業,TWSE,"線材盤元, 螺絲螺帽","HBM, AI伺服器, 伺服器, 晶圓代工, 記憶體",
5009,榮剛,鋼鐵工業,TPEX,"不鏽鋼, 合金鋼, 工具鋼, 特殊鋼",不鏽鋼,
5011,久陽,鋼鐵工業,TPEX,"線材盤元, 螺絲螺帽",螺絲螺帽,
5013,強新,鋼鐵工業,TPEX,"不鏽鋼, 不鏽鋼管, 不鏽鋼線材, 線材盤元",不鏽鋼,
5014,建錩,鋼鐵工業,TPEX,"不鏽鋼, 不鏽鋼剪裁加工",不鏽鋼,
5015,華祺,鋼鐵工業,TPEX,"不鏽鋼, 不鏽鋼緊固件, 不鏽鋼線材",不鏽鋼,
5016,松和,鋼鐵工業,TPEX,"條鋼, 棒鋼, 線材盤元",線材,
5201,凱衛,資訊服務業,TPEX,"系統整合, 軟體業","系統整合, 軟體",
5202,力新,資訊服務業,TPEX,"套裝軟體, 軟體業, 醫療器材通路, 醫藥流通",,NVIDIA供應鏈
5203,訊連,資訊服務業,TWSE,"INTERNET技術與基礎設施, 人臉辨識, 套裝軟體, 應用軟體, 生物辨識相關, 軟體業, 雲端科技",,"Apple供應鏈, AMD供應鏈"
5205,中茂,綠能環保,TPEX,"傳產其他, 回收焚化／掩埋清運, 水資源, 污水處理",,
5206,坤悅,建材營造業,TPEX,"地產, 營建",車用電子,
5209,新鼎,其他業,TPEX,"INTERNET技術與基礎設施, 系統整合, 軟體業, 雲端科技","系統整合, 軟體, 雲端服務",
5210,寶碩,資訊服務業,TPEX,"系統整合, 軟體業","系統整合, 軟體",
5211,蒙恬,資訊服務業,TPEX,"手寫板, 掃瞄器, 虛擬實境, 軟體業, 週邊產品",PCB,
5212,凌網,資訊服務業,TPEX,"消費性電子產品, 系統整合, 軟體業, 電子書閱讀器","系統整合, 軟體",
5213,亞昕,建材營造業,TPEX,"地產, 營建",營建,
5215,科嘉-KY,電腦及週邊設備業,TWSE,"週邊產品, 鍵盤",散熱,
5220,萬達光電,光電業,TPEX,"觸控面板, 面板業",面板,
5222,全訊,半導體業,TWSE,"IC製造, 功率放大器, 射頻前端晶片, 砷化鎵相關","IC設計, PA功率放大器, 射頻, GaAs",
5223,安力-KY,電腦及週邊設備業,TPEX,"模具沖壓, 電子零件元件","散熱, AI伺服器, 伺服器",
5225,東科-KY,其他電子業,TWSE,"電子零件元件, 音響設備及零件",,
5227,立凱-KY,電子零組件業,TPEX,"正極材料, 電池材料相關","EV, 儲能, 電池",
5228,鈺鎧,電子零組件業,TPEX,"被動元件, 電感","車用電子, 被動元件",
5230,雷笛克光學,光電業,TPEX,"LED, LED照明產品, 模具沖壓, 電子零件元件","Micro LED, 車用電子, LED, 散熱",
5234,達興材料,光電業,TWSE,"光阻劑, 半導體化學品","AI伺服器, 伺服器, PCB",
5236,凌陽創新,半導體業,TPEX,"IC設計, MCU, PC週邊IC, 影音IC","IC設計, 記憶體",
5243,乙盛-KY,光電業,TWSE,"模具沖壓, 車用沖壓件, 車用金屬成型, 電子零件元件","低軌衛星, AI伺服器, 伺服器, 車用電子",
5244,弘凱,光電業,TWSE,"LED, LED封裝","矽光子, 光通訊, 車用電子, LED, 1.6T",
5245,智晶,光電業,TPEX,"OLED, 面板業","OLED, 面板, LED",Apple供應鏈
5246,勵威,半導體業,ESB,半導體業,"矽光子, 先進封裝",
5248,景傳,光電業,ESB,光電業,光纖,
5251,天鉞電,光電業,TPEX,"安全監控, 家居用品, 工業電腦, 鎖","AI伺服器, 伺服器",
5258,虹堡,電腦及週邊設備業,TWSE,"POS機系統, 工業電腦",POS系統,
5262,立達,半導體業,ESB,半導體業,"DDR5, DRAM, 記憶體",
5263,智崴,文化創意業,TPEX,"商用遊戲機, 遊戲產業",遊戲,
5267,龍翩,光電業,ESB,光電業,,
5269,祥碩,半導體業,TWSE,"IC設計, USB IC, 高速傳輸介面IC",IC設計,
5271,紘通,電子零組件業,ESB,電子零組件業,,
5272,笙科,半導體業,TPEX,"IC設計, 無線網路IC",IC設計,
5274,信驊,半導體業,TPEX,"IC設計, 其他IC, 影音IC","AI伺服器, 伺服器, IC設計",
5276,達輝-KY,其他業,TPEX,"傳產其他, 嬰童用品, 機車零組件, 汽機車零組件, 車燈","汽機車零件, 車燈",
5278,尚凡*,數位雲端,TPEX,"INTERNET應用與服務, 社群網站與媒體",ABF載板,
5283,禾聯碩,電器電纜,TWSE,"LCD顯示器, 冷氣機, 家電, 顯示器",家電,
5284,jpp-KY,其他業,TWSE,"模具沖壓, 電子零件元件","AI伺服器, 伺服器, 散熱, 液冷散熱",
5285,界霖,半導體業,TWSE,"封測服務與材料, 導線架","先進封裝, 車用電子, 散熱, 封測",
5287,數字,數位雲端,TPEX,"INTERNET應用與服務, 電商平台",電商,
5288,豐祥-KY,電機機械,TWSE,"木床／車架, 機車零組件, 汽機車零組件, 車用沖壓件, 車用金屬成型","EV, 車用電子",
5289,宜鼎,電腦及週邊設備業,TPEX,"DRAM模組, FLASH模組, 硬碟相關, 記憶體模組, 週邊產品, 電子零件元件","ADAS, 記憶體, 矽光子, DRAM",
5291,邑昇,電子零組件業,TPEX,"印刷電路板, 印刷電路板相關, 產業機械, 自行車零件","伺服器, PCB, LED, 低軌衛星",
5292,華懋,綠能環保,TWSE,"污染控制設備, 營造工程, 環保工程, 產業機械",環保,
5297,廣化,半導體業,ESB,半導體業,CoWoS,
5299,杰力,半導體業,TPEX,"IC設計, 分離式元件, 電晶體, 類比IC","車用電子, IC設計",
5301,寶得利,觀光餐旅,TPEX,"旅宿／餐飲, 時尚產業, 珠寶, 餐飲","AI伺服器, 伺服器, PCB",
5302,太欣,半導體業,TPEX,"DSP, IC設計, MCU, 影音IC, 消費性IC",IC設計,
5306,桂盟,運動休閒,TWSE,"引擎相關, 汽機車零組件, 產業機械, 自行車零件",自行車,
5309,系統電,電子零組件業,TPEX,"UPS, 工業用電池, 胎壓監測系統, 車用鋰電池, 車用電子, 電子零件元件, 電池, 電源供應器","AI伺服器, 伺服器, 儲能, 電池, 車用電子, 電源供應器, 鋰電池",NVIDIA供應鏈
5310,天剛,資訊服務業,TPEX,"其他化工產品, 化學工業, 手機遊戲, 系統整合, 軟體業, 遊戲產業",遊戲,
5312,寶島科,生技醫療業,TPEX,"傳產其他, 眼鏡業",,
5314,世紀*,其他業,TPEX,"生物科技, 食品生技",低軌衛星,
5315,光聯,光電業,TPEX,"LCM, 面板業",面板,
5321,美而快,數位雲端,TPEX,"INTERNET應用與服務, 成衣, 成衣銷售／零售, 電商平台","ABF載板, AI伺服器, 伺服器, PCB, PA功率放大器",
5324,士開,建材營造業,TPEX,"地產, 旅宿／餐飲, 營建, 飯店",,NVIDIA供應鏈
5328,華容,電子零組件業,TPEX,"塑膠薄膜電容, 被動元件","AI伺服器, EV, 伺服器, 被動元件, 電源供應器",
5340,建榮,電子零組件業,TPEX,"印刷電路板相關, 玻纖布","AI伺服器, 伺服器, PCB",
5344,立衛,半導體業,TPEX,"IC封裝測試, IC測試","CoWoS, 先進封裝, 封測, 記憶體",
5345,馥鴻,其他業,TPEX,"工業用電池, 電力設備, 電氣開關設備, 電池",電池,
5347,世界,半導體業,TPEX,"IC製造, 晶圓代工","AI伺服器, 伺服器, IC設計, 晶圓代工",
5348,正能量智能,運動休閒,TPEX,"智慧手錶, 穿戴式裝置, 網通設備, 衛星導航",網通設備,
5351,鈺創,半導體業,TPEX,"DRAM記憶體IC, IC設計, SRAM記憶體IC, 高速傳輸介面IC","ADAS, IC設計, 記憶體, 封測, DRAM",
5353,台林,通信網路業,TPEX,"半導體製程設備, 工業電腦, 網通設備, 設備儀器商, 車用電子","光通訊, CPO, AI伺服器, 伺服器, 光纖, 5G, 車用電子",
5355,佳總,電子零組件業,TPEX,"印刷電路板, 印刷電路板相關","ABF載板, AI伺服器, 伺服器, PCB",
5356,協益,電腦及週邊設備業,TPEX,"其他電子零件, 週邊產品, 電子零件元件",射頻,
5364,力麗店,觀光餐旅,TPEX,"太陽能, 太陽能電池, 旅宿／餐飲, 消費用電池, 電池, 飯店","儲能, 太陽能, 電池",
5371,中光電,光電業,TPEX,"投影機, 背光模組, 面板零組件, 顯示器","OLED, 面板, LED",
5381,合正,電子零組件業,TPEX,"PCB材料, 印刷電路板相關, 變電設備, 電力設備","AI伺服器, 伺服器, PCB",
5386,青雲,電腦及週邊設備業,TPEX,"電子通路, 電腦通路商","DRAM, NAND Flash, 記憶體",
5388,中磊,通信網路業,TWSE,"區域網路, 接取設備, 無線網路設備系統(WLAN), 網通設備","CPO, ADAS",
5392,能率,光電業,TPEX,"其他電子零件, 塑膠射出, 控股公司, 機械零組件, 汽機車零組件, 電子零件元件","AI伺服器, 伺服器",
5398,慕康生醫,其他業,TPEX,"生物科技, 醫療器材通路, 醫療服務, 醫療管理服務, 醫藥流通, 食品生技",食品,
5403,中菲,資訊服務業,TPEX,"系統整合, 軟體業",,博通供應鏈
5410,國眾,資訊服務業,TPEX,"企業資源規劃, 傳產其他, 系統整合, 軟體業, 金融機具","系統整合, 軟體",
5425,台半,半導體業,TPEX,"二極體, 分離式元件, 印表機, 週邊產品",車用電子,NVIDIA供應鏈
5426,振發,電腦及週邊設備業,TPEX,"機殼, 連接器, 電子零件元件","AI伺服器, 伺服器, 連接器",NVIDIA供應鏈
5432,新門,綠能環保,TPEX,"LCM, PV INVERTER, 太陽能, 面板業","太陽能, 電池, 面板",
5434,崇越,電子通路業,TWSE,"半導體材料通路商, 營造工程, 環保工程, 電子通路",CPO,
5438,東友,電腦及週邊設備業,TPEX,"3D印表機, 事務機器, 掃瞄器, 週邊產品, 電子其他",EV,
5439,高技,電子零組件業,TPEX,"印刷電路板, 印刷電路板相關","AI伺服器, 伺服器, PCB, 低軌衛星",
5443,均豪,半導體業,TPEX,"IC檢測設備, 半導體製程設備, 封測用設備, 設備儀器商, 面板設備","先進封裝, 面板, 封測",
5450,南良,其他業,TPEX,紡織中游,電源供應器,
5452,佶優,其他電子業,TPEX,"ABS, 半導體化學品, 塑化原料, 電子元件代理商, 電子通路","AI伺服器, 伺服器, 液冷散熱, 散熱",
5455,昇益,建材營造業,TPEX,"地產, 營建",光通訊,
5457,宣德,電子零組件業,TPEX,"連接器, 連接線材, 電子製造服務, 電子零件元件, 電腦系統業","低軌衛星, 連接器",
5460,同協,電子零組件業,TPEX,"模具沖壓, 電子零件元件",EV,
5464,霖宏,電子零組件業,TPEX,"印刷電路板, 印刷電路板相關","ABF載板, AI伺服器, 伺服器, PCB",
5465,富驊,電腦及週邊設備業,TPEX,"機殼, 電子零件元件, 電源供應器","AI伺服器, 伺服器, 電源供應器",
5468,凱鈺,半導體業,TPEX,"IC設計, LED驅動IC, 光通訊IC, 網路通訊IC, 電池保護IC","光通訊, IC設計, LED, 電池",
5469,瀚宇博,電子零組件業,TWSE,"印刷電路板, 印刷電路板相關, 電子製造服務, 電腦系統業","ABF載板, AI伺服器, 伺服器, PCB",
5471,松翰,半導體業,TWSE,"DSP, IC設計, MCU, 影音IC, 消費性IC",IC設計,
5474,聰泰,電腦及週邊設備業,TPEX,"消費性電子產品, 視訊轉換相關",,NVIDIA供應鏈
5475,德宏,電子零組件業,TPEX,"印刷電路板相關, 玻纖布","AI伺服器, 伺服器, PCB",
5478,智冠,文化創意業,TPEX,"PC遊戲, 傳播事業, 廣告, 手機遊戲, 軟體業, 遊戲產業, 電子支付",遊戲,
5481,新華,其他業,TPEX,"地產, 教育事業, 服務業, 物業投資發展","AI伺服器, 伺服器",
5483,中美晶,半導體業,TPEX,"IC製造, 太陽能, 太陽能矽晶圓, 矽晶圓","太陽能, 低軌衛星",
5484,慧友,光電業,TWSE,"安全監控, 工業電腦",光學鏡頭,"NVIDIA供應鏈, 高通供應鏈"
5487,通泰,半導體業,TPEX,"IC設計, MCU, 消費性IC, 觸控IC",IC設計,
5488,松普,電子零組件業,TPEX,"連接線材, 電子零件元件",線材,
5489,彩富,其他電子業,TPEX,"安全監控, 工業電腦",工業電腦,
5490,同亨,電腦及週邊設備業,TPEX,"POS機系統, 工業電腦",,Apple供應鏈
5493,三聯,其他電子業,TPEX,"半導體化學品, 設備儀器商, 量測儀器","先進封裝, 面板",
5498,凱崴,電子零組件業,TPEX,"印刷電路板相關, 雷射鑽孔機、鑽頭, 電子製造服務, 電腦系統業","AI伺服器, 伺服器, PCB, 封測",
5508,永信建,建材營造業,TPEX,"地產, 營建",營建,
5511,德昌,建材營造業,TPEX,"住宅建設, 基礎建設, 營造工程",建設,
5512,力麒,建材營造業,TPEX,"住宅建設, 地產, 旅宿／餐飲, 水利, 水資源, 污水處理, 營建, 營造工程, 環保工程, 飯店","建設, 餐飲, 營建, 環保, 飯店",
5514,三豐,建材營造業,TPEX,"地產, 營建, 物業投資發展",營建,
5515,建國,建材營造業,TWSE,"住宅建設, 基礎建設, 營造工程",建設,
5516,雙喜,建材營造業,TPEX,"住宅建設, 基礎建設, 工程顧問, 營造工程",建設,
5519,隆大,建材營造業,TWSE,"地產, 營建",營建,
5520,力泰,建材營造業,TPEX,"水泥, 預拌混凝土","水泥, 預拌混凝土",
5521,工信,建材營造業,TWSE,"基礎建設, 營造工程",建設,
5522,遠雄,建材營造業,TWSE,"地產, 營建",,NVIDIA供應鏈
5523,豐謙,建材營造業,TPEX,"地產, 營建",營建,
5525,順天,建材營造業,TWSE,"地產, 營建, 物業投資發展",營建,
5529,鉅陞,建材營造業,TPEX,"地產, 營建",營建,
5530,龍巖,其他業,TPEX,"服務業, 殯葬服務",矽光子,
5531,鄉林,建材營造業,TWSE,"地產, 旅宿／餐飲, 營建, 飯店",矽光子,
5533,皇鼎,建材營造業,TWSE,"地產, 營建",散熱,
5534,長虹,建材營造業,TWSE,"地產, 營建",CPO,NVIDIA供應鏈
5536,聖暉*,其他電子業,TPEX,"廠務工程, 水電消防工程, 營造工程, 電子其他",廠務工程,
5538,東明-KY,鋼鐵工業,TWSE,"不鏽鋼, 不鏽鋼緊固件, 不鏽鋼線材",不鏽鋼,
5543,桓鼎-KY,建材營造業,TPEX,"其他營造工程, 工業用電池, 建材, 消費用電池, 營造工程, 金屬建材, 電池","EV, 電池",
5546,永固-KY,建材營造業,TWSE,"水泥, 預拌混凝土","水泥, 預拌混凝土",
5547,久舜,建材營造業,TPEX,"住宅建設, 營造工程",散熱,
5548,安倉,建材營造業,TPEX,"基礎建設, 營造工程",建設,
5601,台聯櫃,航運業,TPEX,"貨櫃場服務, 運輸事業",貨櫃航運,
5603,陸海,航運業,TPEX,"其他公用事業, 加油站, 貨櫃場服務, 運輸事業, 陸運",風電,
5604,中連,其他業,TPEX,"地產, 物業投資發展",CPO,Apple供應鏈
5607,遠雄港,航運業,TWSE,"地產, 控股公司, 物業投資發展, 物流業, 貨櫃場服務, 運輸事業","物流, 貨櫃航運",
5608,四維航,航運業,TWSE,"散裝航運, 運輸事業","航運, 散裝航運",
5609,中菲行,航運業,TPEX,"海空運承攬業, 運輸事業",空運,
5701,劍湖山,觀光餐旅,TPEX,"主題樂園, 休閒娛樂, 旅宿／餐飲, 飯店","餐飲, 飯店",
5703,亞都,觀光餐旅,TPEX,"旅宿／餐飲, 飯店","餐飲, 飯店",
5704,老爺知,觀光餐旅,TPEX,"旅宿／餐飲, 飯店","餐飲, 飯店",
5706,鳳凰,觀光餐旅,TWSE,"休閒娛樂, 旅行社",,
5859,遠壽,金融業,ESB,金融業,,
5863,瑞興銀,金融業,ESB,金融業,,
5864,致和證,金融保險業,TPEX,"證券, 金融業",證券,
5871,中租-KY,其他業,TWSE,"控股公司, 汽車服務相關, 汽車融資, 租賃, 金融業",租賃,
5876,上海商銀,金融保險業,TWSE,"金融業, 銀行","AI伺服器, 伺服器",
5878,台名,金融保險業,TPEX,"保險經紀, 金融業",,
5880,合庫金,金融保險業,TWSE,"壽險, 投信, 票券, 證券, 資產管理, 金控, 金融業, 銀行","壽險, 證券, 金控, 銀行",
5902,德記,居家生活,TPEX,"流通業, 貿易, 非酒精飲料, 食品飲料相關通路, 飲料相關",食品,
5903,全家,居家生活,TPEX,"便利商店, 流通業",,
5904,寶雅,居家生活,TPEX,"家居相關用品通路, 流通業, 藥妝零售相關",,
5905,南仁湖,觀光餐旅,TPEX,"休閒娛樂, 旅宿／餐飲, 服務業, 消費者服務, 渡假山莊",餐飲,
5906,台南-KY,貿易百貨業,TWSE,"成衣, 成衣銷售／零售, 運動產業, 運動鞋",,NVIDIA供應鏈
5907,大洋-KY,貿易百貨業,TWSE,"流通業, 百貨業",百貨零售,
6005,群益證,金融保險業,TWSE,"證券, 金融業",證券,
6015,宏遠證,金融保險業,TPEX,"證券, 金融業",證券,
6016,康和證,金融保險業,TPEX,"證券, 金融業",證券,
6020,大展證,金融保險業,TPEX,"證券, 金融業",證券,
6021,美好證,金融保險業,TPEX,"證券, 金融業",證券,
6023,元大期,金融保險業,TPEX,"期貨, 金融業",期貨,
6024,群益期,金融保險業,TWSE,"期貨, 金融業",期貨,
6026,福邦證,金融保險業,TPEX,"證券, 金融業",證券,
6027,德信,金融業,ESB,金融業,,
6028,公勝保經,金融保險業,TPEX,"保險經紀, 金融業",,
