代碼,名稱,產業,市場,題材(L2),tech,supply
3325,旭品,電腦及週邊設備業,TPEX,"機殼, 電子零件元件","AI伺服器, 伺服器, 電源供應器",
3332,幸康,電子零組件業,TPEX,"電子零件元件, 電源供應器","AI伺服器, EV, 伺服器, 電源供應器",
3338,泰碩,電子零組件業,TWSE,"伺服器用散熱模組, 散熱模組, 筆記型電腦用散熱模組","AI伺服器, 伺服器, 散熱",
3339,泰谷,光電業,TPEX,"LED, LED晶粒, LED磊晶","矽光子, InP, 記憶體, LED, 光通訊","NVIDIA供應鏈, Lumentum供應鏈"
3346,麗清,汽車工業,TWSE,"LED, LED封裝","EV, 車用電子, LED",Tesla供應鏈
3349,寶德,電腦及週邊設備業,TPEX,"滑鼠, 耳機, 週邊產品, 鍵盤, 電競週邊, 電聲產品",散熱,
3354,律勝,電子零組件業,TPEX,"印刷電路板相關, 軟板基板","ABF載板, AI伺服器, 伺服器, PCB, 光通訊, FPC",
3356,奇偶,光電業,TWSE,"安全監控, 工業電腦",工業電腦,
3357,臺慶科,電子零組件業,TPEX,"被動元件, 變壓器, 電子零件元件, 電感","車用電子, 被動元件, AI伺服器, 伺服器",NVIDIA供應鏈
3360,尚立,電子通路業,TPEX,"IC零組件通路商, 影像感測元件, 數位相機, 電子通路",電子通路,
3362,先進光,光電業,TPEX,"光學元件, 光學鏡片／頭",光學鏡頭,Apple供應鏈
3363,上詮,通信網路業,TPEX,"光纖被動元件, 光通訊","矽光子, 光通訊, CPO, AI伺服器, 伺服器, 被動元件, 光纖",
3372,典範,半導體業,TPEX,"IC封裝, IC封裝測試, IC測試","CoWoS, 先進封裝, 封測, 記憶體",
3373,熱映,其他電子業,TPEX,"儀表, 產業機械, 設備儀器商, 診斷與監測用醫材, 量測儀器, 體溫計",醫材,
3374,精材,半導體業,TPEX,"IC封裝, IC封裝測試, IC測試","CoWoS, CPO, 先進封裝, IC設計, 封測, AI伺服器, 伺服器",
3376,新日興,電子零組件業,TWSE,"樞紐, 模具沖壓, 電子零件元件",,Apple供應鏈
3379,彬台,電機機械,TPEX,"烘焙及食品飲料機械, 產業機械","食品, 烘焙",
3380,明泰,通信網路業,TWSE,"區域網路, 無線網路設備系統(WLAN), 網通設備","光通訊, CPO, ADAS, 低軌衛星, 資料中心, 1.6T",
3388,崇越電,電子零組件業,TPEX,"化學工業, 化學產品通路",散熱,
3390,旭軟,電子零組件業,TPEX,"印刷電路板相關, 軟板","ABF載板, AI伺服器, 伺服器, PCB, 5G, 車用電子, 散熱, FPC",
3402,漢科,其他電子業,TPEX,"半導體製程設備, 廠務工程, 設備儀器商, 電子其他",先進封裝,
3406,玉晶光,光電業,TWSE,"LED, LED照明產品, 光學元件, 光學鏡片／頭","光學鏡頭, 矽光子, 光通訊, CPO, LED",Apple供應鏈
3413,京鼎,半導體業,TWSE,"半導體製程設備, 設備儀器商","CoWoS, HBM, 2nm, 記憶體",NVIDIA供應鏈
3416,融程電,電腦及週邊設備業,TWSE,工業電腦,記憶體,
3419,譁裕,通信網路業,TWSE,"光纖被動元件, 光通訊, 天線, 網通設備","光通訊, CPO, AI伺服器, 伺服器, 光纖, 射頻, 被動元件",
3426,台興,電機機械,TPEX,"電力設備, 電子元件代理商, 電子通路, 電氣零件與設備",電子通路,
3430,奇鈦科,化學工業,TPEX,"其他化工產品, 化學工業",,
3432,台端,電子零組件業,TWSE,"車輛整車, 連接器, 電動機車, 電子零件元件",連接器,
3434,哲固,光電業,TPEX,"安全監控, 工業電腦, 顯示器",工業電腦,
3437,榮創,光電業,TWSE,"LED, LED封裝","Mini LED, 矽光子, 車用電子, LED",
3438,類比科,半導體業,TPEX,"IC設計, MCU, 電源管理IC",IC設計,
3441,聯一光,光電業,TPEX,"傳產其他, 光學, 光學元件, 光學鏡片／頭",光學鏡頭,
3443,創意,半導體業,TWSE,"ASIC, IC設計, 設計IP","HBM, IC設計",Tesla供應鏈
3444,利機,電子通路業,TPEX,"半導體材料通路商, 電子元件代理商, 電子通路","散熱, 封測, 均熱片",
3447,展達,通信網路業,TWSE,"接取設備, 消費性電子產品, 物聯網裝置, 網通設備, 視訊轉換相關","光通訊, 5G",
3450,聯鈞,半導體業,TWSE,"IC封裝, IC封裝測試, IC測試","CoWoS, 矽光子, 光通訊, CPO, AI伺服器, 伺服器, 封測",
3455,由田,光電業,TPEX,"IC檢測設備, PCB相關設備, 半導體製程設備, 設備儀器商, 面板設備","CPO, AI伺服器, 先進封裝, 伺服器, PCB, 面板",
3465,進泰電子,其他電子業,TPEX,"電子零件元件, 音響設備及零件",,
3466,德晉,通信網路業,TPEX,"消費性電子產品, 視訊轉換相關","光通訊, CPO",
3467,台灣精材,半導體業,TPEX,"半導體製程設備, 石英元件, 被動元件, 設備儀器商","先進封裝, 被動元件, 石英振盪器",
3479,安勤,電腦及週邊設備業,TPEX,工業電腦,"伺服器, 記憶體",
3481,群創,光電業,TWSE,"OLED, TFT-LCD, 中小尺吋面板, 觸控面板, 面板業","CoWoS, OLED, 先進封裝, PLP, PCB, 面板, LED, 矽光子",Intel供應鏈
3483,力致,電腦及週邊設備業,TPEX,"伺服器用散熱模組, 散熱模組, 散熱風扇馬達, 筆記型電腦用散熱模組","AI伺服器, 伺服器, 散熱, 液冷散熱",
3484,崧騰,電子零組件業,TPEX,"其他電子零件, 電子零件元件","車用電子, 儲能",
3485,敘豐,光電業,ESB,光電業,"ABF載板, IC載板",NVIDIA供應鏈
3489,森寶,建材營造業,TPEX,"住宅建設, 營造工程",建設,
3490,單井,光電業,TPEX,"LED設備, 半導體製程設備, 太陽能, 太陽能系統運用, 封測用設備, 設備儀器商","CoWoS, 先進封裝, 面板, 封測, LED, 太陽能",
3491,昇達科,通信網路業,TPEX,"天線, 網通設備, 通訊設備零組件","光通訊, CPO, 低軌衛星",
3492,長盛,電子零組件業,TPEX,"連接器, 連接線材, 電子零件元件","連接器, 車用電子",
3494,誠研,電腦及週邊設備業,TWSE,"印表機, 印表機耗材, 週邊產品",,
3498,陽程,其他電子業,TPEX,"PCB相關設備, 產業機械, 自動化設備, 設備儀器商, 面板設備","CPO, PLP, PCB, 面板",
3499,環天科,通信網路業,TPEX,"網通設備, 衛星導航","光通訊, CPO, 低軌衛星",
3501,維熹,電子零組件業,TWSE,"連接線材, 電子零件元件","EV, 車用電子, 低軌衛星, 資料中心, 風電",Tesla供應鏈
3504,揚明光,光電業,TWSE,"3D印表機, 光學元件, 光學鏡片／頭, 微投影機, 消費性電子產品, 週邊產品","車用電子, 光學鏡頭, CPO",Apple供應鏈
3508,位速,其他電子業,TPEX,"機殼表面處理, 電子零件元件","低軌衛星, AI伺服器, 伺服器, 太陽能, 電池, 矽光子",
3511,矽瑪,電子零組件業,TPEX,"連接器, 電子零件元件","車用電子, 連接器",
3512,皇龍,建材營造業,TPEX,"地產, 散熱模組, 營建","散熱, 液冷散熱",
3515,華擎,電腦及週邊設備業,TWSE,"主機板, 電腦系統業","AI伺服器, 伺服器, 散熱",AMD供應鏈
3516,亞帝歐,光電業,TPEX,"LED, LED照明產品, 連接線材, 電子零件元件","面板, LED",
3518,柏騰,其他電子業,TWSE,"機殼表面處理, 電子零件元件",SiC,
3520,華盈,電子零組件業,TPEX,"連接線材, 電子製造服務, 電子零件元件, 電腦系統業",5G,
3521,台鋼建設,建材營造業,TPEX,"POS機系統, 地產, 工業電腦, 營建",營建,
3522,御嵿,觀光餐旅,TPEX,"婚宴顧問, 旅宿／餐飲, 服務業, 餐飲",餐飲,
3523,迎輝,光電業,TPEX,"光學膜, 面板零組件",面板,
3526,凡甲,電子零組件業,TPEX,"連接器, 電子零件元件","AI伺服器, 伺服器, 車用電子, 連接器",
3527,聚積,半導體業,TPEX,"IC設計, LED驅動IC, 類比IC","Micro LED, 車用電子, IC設計, 面板, LED, Mini LED",
3528,安馳,電子通路業,TWSE,"IC零組件通路商, 電子通路",車用電子,
3529,力旺,半導體業,TPEX,"FLASH記憶體IC, IC設計, 嵌入式晶片, 設計IP","AI伺服器, 伺服器, IC設計, 記憶體",Apple供應鏈
3530,晶相光,半導體業,TWSE,"CMOS晶片, IC設計","IC設計, 記憶體",
3531,先益,光電業,TPEX,"背光模組, 面板零組件","LED, 面板",
3532,台勝科,半導體業,TWSE,"IC製造, 矽晶圓",記憶體,
3533,嘉澤,電子零組件業,TWSE,"CPU SOCKET, 電子零件元件","CPO, AI伺服器, 伺服器, 車用電子, 連接器",
3535,晶彩科,光電業,TWSE,"設備儀器商, 面板設備","CoWoS, 射頻, 先進封裝, 面板",
3537,堡達,電子零組件業,TPEX,"被動元件, 電子元件代理商, 電子通路, 電容, 電感, 電阻",被動元件,
3540,曜越,電腦及週邊設備業,TPEX,"散熱模組, 機殼, 電子零件元件, 電源供應器","散熱, 電源供應器",
3541,西柏,其他電子業,TPEX,"消費性電子產品, 視訊轉換相關",,
3543,州巧,光電業,TWSE,"家居用品, 模具沖壓, 電子零件元件","OLED, 車用電子, 面板, LED, 伺服器",
3545,敦泰,半導體業,TWSE,"IC設計, LCD驅動IC, 手機零組件, 手機面板驅動IC, 生物辨識IC, 觸控IC","OLED, IC設計, 面板, LED",
3546,宇峻,文化創意業,TPEX,"PC遊戲, 手機遊戲, 遊戲產業",遊戲,
3548,兆利,電子零組件業,TPEX,"樞紐, 電子零件元件","光通訊, AI伺服器, 伺服器, 散熱",
3550,聯穎,電子零組件業,TWSE,"連接線材, 電子零件元件","先進封裝, 車用電子, 記憶體",
3551,世禾,綠能環保,TPEX,"半導體製程設備, 設備儀器商",先進封裝,
3552,同致,其他電子業,TPEX,"倒車影像系統, 倒車雷達, 車用電子","ADAS, 車用電子, 封測, 記憶體, EV",Tesla供應鏈
3555,博士旺,半導體業,TPEX,"IC零組件通路商, 資訊安全, 軟體業, 電子通路","車用電子, IC設計, 新藥研發",
3556,禾瑞亞,半導體業,TPEX,"IC設計, 影音IC, 消費性IC, 觸控IC","IC設計, 面板",
3557,嘉威,居家生活,TWSE,"家居用品, 餐具",,
3558,神準,通信網路業,TPEX,"區域網路, 接取設備, 網路交換器, 網通設備","光通訊, CPO, 低軌衛星, AI伺服器, 伺服器, 5G, 資料中心, NAND Flash, 記憶體",
3563,牧德,光電業,TWSE,"IC檢測設備, PCB相關設備, 封測用設備, 設備儀器商","CoWoS, PCB, 封測",
3564,其陽,通信網路業,TPEX,"網通設備, 資安設備","AI伺服器, 伺服器, 散熱, 液冷散熱",
3567,逸昌,半導體業,TPEX,"IC封裝測試, IC測試","CoWoS, 先進封裝, 封測",
3570,大塚,資訊服務業,TPEX,"套裝軟體, 系統整合, 軟體業, 軟體通路／代理","軟體, 系統整合",
3576,聯合再生,光電業,TWSE,"太陽能, 太陽能系統運用, 太陽能電池, 太陽能電池模組","太陽能, 先進封裝, 電池",
3577,泓格,電腦及週邊設備業,TPEX,工業電腦,"記憶體, TPU",
3580,友威科,其他電子業,TPEX,"半導體製程設備, 設備儀器商","先進封裝, PLP",
3581,博磊,半導體業,TPEX,"封測服務與材料, 封測用設備, 設備儀器商","CoWoS, 先進封裝, 封測, 記憶體",
3583,辛耘,半導體業,TWSE,"IC製造, 半導體製程設備, 矽晶圓, 設備儀器商","先進封裝, CPO",
3585,聯致,電子零組件業,ESB,電子零組件業,PLP,"NVIDIA供應鏈, AMD供應鏈"
3587,閎康,其他電子業,TPEX,"檢測驗證服務, 設備儀器商","矽光子, CPO",
3588,通嘉,半導體業,TWSE,"IC設計, LED驅動IC, 電源管理IC","IC設計, LED",
3591,艾笛森,光電業,TWSE,"LED, LED封裝, LED照明產品","車用電子, LED",
3592,瑞鼎,半導體業,TWSE,"IC設計, LCD驅動IC, 手機零組件, 手機面板驅動IC","IC設計, OLED, 車用電子, LED, 面板",
3593,力銘,電子零組件業,TWSE,"塑膠射出, 機殼, 電子零件元件","AI伺服器, 伺服器",
3594,磐儀,電腦及週邊設備業,TPEX,工業電腦,"AI伺服器, 伺服器, 低軌衛星",
3595,山太士,光電業,ESB,光電業,先進封裝,
3596,智易,通信網路業,TWSE,"4G通訊設備, 5G通訊設備, 消費性電子產品, 無線網路設備系統(WLAN), 網通設備, 視訊轉換相關","光通訊, CPO, 低軌衛星, 5G",
3597,映興,電子零組件業,TPEX,"連接線材, 電子元件代理商, 電子通路, 電子零件元件","線材, 電子通路",
3603,建祥國際,電子通路業,ESB,電子通路業,,
3605,宏致,電子零組件業,TWSE,"其他電子零件, 連接器, 連接線材, 電子零件元件","連接器, 光通訊, 資料中心, 光纖",
3607,谷崧,電子零組件業,TWSE,"塑膠射出, 機殼, 電子零件元件","AI伺服器, 伺服器",
3609,三一東林,電子零組件業,TPEX,"其他電子零件, 汽車服務相關, 汽車銷售, 電子零件元件",LED,
3611,鼎翰,電腦及週邊設備業,TPEX,"印表機, 印表機耗材, 週邊產品",射頻,
3615,安可,光電業,TPEX,"合成橡膠, 導電玻璃, 橡膠工業, 面板零組件","先進封裝, 面板",
3616,泓辰,電機機械,ESB,電機機械,,
3617,碩天,其他電子業,TWSE,"UPS, 週邊產品, 電子零件元件",資料中心,
3622,洋華,光電業,TWSE,"觸控面板, 電線電纜, 電纜連接件及配件, 面板業",面板,
3623,富晶通,光電業,TPEX,"觸控面板, 面板業",面板,
3624,光頡,電子零組件業,TPEX,"晶片電阻, 被動元件, 電阻","車用電子, 被動元件, MLCC, AI伺服器, 伺服器",
3625,西勝,電腦及週邊設備業,TPEX,"工業用電池, 消費用電池, 電池","散熱, 電池, 鋰電池",
3628,盈正,其他電子業,TPEX,"UPS, 配電工程, 電力設備, 電子零件元件","資料中心, 太陽能, 儲能",
3629,地心引力,文化創意業,TPEX,"傳播事業, 行銷",,
3630,新鉅科,光電業,TPEX,"光學元件, 光學鏡片／頭",光學鏡頭,
3631,晟楠,電子零組件業,TPEX,"封測服務與材料, 金、錫凸塊","AI伺服器, 伺服器, PCB, 封測",
3632,研勤,通信網路業,TPEX,"旅宿／餐飲, 行車紀錄器, 車用電子, 餐飲",車用電子,
3633,云光,光電業,ESB,光電業,,
3645,達邁,電子零組件業,TWSE,"印刷電路板相關, 軟板PI","伺服器, PCB, FPC, 先進封裝",
3646,艾恩特,電子零組件業,TPEX,"連接器, 連接線材, 電子零件元件","車用電子, 連接器",
3652,精聯,電腦及週邊設備業,TWSE,"工業電腦, 掌上型工業電腦, 條碼掃描器, 自動資料收集產品",射頻,
3653,健策,電子零組件業,TWSE,"其他散熱零件, 封測服務與材料, 導線架, 散熱模組","AI伺服器, 伺服器, 散熱, 均熱片, GPU, 封測",
3661,世芯-KY,半導體業,TWSE,"ASIC, IC設計, 設計IP",IC設計,
3663,鑫科,其他電子業,TPEX,"IC製造, 傳產其他, 其他半導體耗材, 回收焚化／掩埋清運","先進封裝, PLP",
3664,安瑞-KY,通信網路業,TPEX,"系統整合, 網通設備, 資安設備, 資訊安全, 軟體業","系統整合, 資安, 軟體",
3665,貿聯-KY,其他電子業,TWSE,"連接器, 連接線材, 電子線, 電子零件元件, 電線電纜","AI伺服器, 伺服器, 連接器",
3666,光耀,光電業,TPEX,"光學膜, 面板零組件",面板,
3669,圓展,通信網路業,TWSE,"消費性電子產品, 視訊會議產品","光通訊, CPO",
3672,康聯訊,通信網路業,TPEX,"光纖設備, 光通訊","光通訊, CPO, 光纖",
3673,TPK-KY,光電業,TWSE,"導電玻璃, 觸控面板, 面板業, 面板零組件","OLED, 面板, LED, 先進封裝",Apple供應鏈
3675,德微,半導體業,TPEX,"IC製造, 二極體, 分離式元件, 矽晶圓, 電晶體","AI伺服器, EV, 伺服器, 記憶體",
3678,聯享,光電業,ESB,光電業,矽光子,
3679,新至陞,電子零組件業,TWSE,"塑膠射出, 機殼, 電子零件元件",塑膠,
3680,家登,半導體業,TPEX,"半導體製程設備, 設備儀器商","CoWoS, 2nm, EUV",NVIDIA供應鏈
3684,榮昌,通信網路業,TPEX,"無線網路設備系統(WLAN), 網通設備, 連接線材, 電子零件元件","光通訊, CPO, 低軌衛星",
3685,元創精密,電機機械,TPEX,汽機車零組件,"車用電子, PCB, 太陽能",
3686,達能,半導體業,TWSE,"IC零組件通路商, 太陽能, 太陽能系統運用, 電子通路","資料中心, 太陽能, 電池",
3687,歐買尬,數位雲端,TPEX,"PC遊戲, 手機遊戲, 文化創意產業, 軟體業, 遊戲產業, 電子支付",,Apple供應鏈
3689,湧德,電子零組件業,TPEX,"連接器, 電子零件元件","光通訊, CPO, 1.6T, 連接器",
3691,碩禾,光電業,TPEX,"太陽能, 太陽能導電漿","太陽能, 電池, 散熱",Tesla供應鏈
3693,營邦,電腦及週邊設備業,TPEX,"伺服器機殼, 準系統, 電子零件元件, 電腦系統業","AI伺服器, 伺服器","Meta供應鏈, NVIDIA供應鏈"
3694,海華,通信網路業,TWSE,"光學元件, 光學鏡片／頭, 網通設備, 通訊設備零組件","CPO, AI伺服器, 伺服器, 光纖, WiFi",
3701,大眾控,電腦及週邊設備業,TWSE,"工業電腦, 平板電腦, 控股公司, 消費性電子產品, 車用電子, 電子製造服務, 電腦系統業","光通訊, 低軌衛星, 伺服器, 1.6T, CPO, 資料中心, 車用電子",NVIDIA供應鏈
3702,大聯大,電子通路業,TWSE,"IC零組件通路商, 控股公司, 電子通路","HBM, 記憶體",
3703,欣陸,建材營造業,TWSE,"住宅建設, 地產, 基礎建設, 控股公司, 營建, 營造工程, 環保工程","建設, 營建, 環保",
3704,合勤控,通信網路業,TWSE,"光纖設備, 光通訊, 區域網路, 接取設備, 控股公司, 無線網路設備系統(WLAN), 網通設備, 電信設備","CPO, AI伺服器, 伺服器, 光通訊, 光纖",
3705,永信,生技醫療業,TWSE,"動物用藥, 學名藥, 控股公司, 生物科技, 西藥製劑, 醫藥產業, 食品生技",食品,
3706,神達,電腦及週邊設備業,TWSE,"AI伺服器, 伺服器, 工業電腦, 控股公司, 網通設備, 行車紀錄器, 衛星導航, 車用電子, 電腦系統業","AI伺服器, 伺服器, 資料中心, 車用電子",Meta供應鏈
3707,漢磊,半導體業,TPEX,"IC製造, 晶圓代工, 磊晶","SiC, 晶圓代工",
3708,上緯投控,綠能環保,TWSE,"傳產其他, 化學工業, 合成樹脂, 複合材料",風電,
3709,鑫聯大投控,電腦及週邊設備業,TPEX,"控股公司, 電子通路, 電腦通路商","DRAM, NAND Flash, 記憶體",
3710,連展投控,電子零組件業,TPEX,"光纖主動元件, 光纖被動元件, 光通訊, 天線, 控股公司, 網通設備, 車用充電相關, 連接器, 連接線材, 電力設備, 電子零件元件","光通訊, 車用電子, 被動元件, 連接器, 光纖",
3711,日月光投控,半導體業,TWSE,"IC封裝, IC封裝測試, IC測試, 電子製造服務, 電腦系統業","CoWoS, 先進封裝, PLP, 封測",Tesla供應鏈
